date,department,system,login_failures,new_device_connections,phishing_email_signals,privileged_access_attempts,suspicious_ip_accesses,unusual_file_downloads,total_events,unique_users,unique_devices,external_ip_events,off_hours_events,high_severity_events,total_download_volume_mb,external_ip_ratio,off_hours_ratio,high_severity_ratio,login_failures_7d_avg,login_failures_spike_ratio,suspicious_ip_accesses_7d_avg,suspicious_ip_accesses_spike_ratio,unusual_file_downloads_7d_avg,unusual_file_downloads_spike_ratio,new_device_connections_7d_avg,new_device_connections_spike_ratio,phishing_email_signals_7d_avg,phishing_email_signals_spike_ratio,privileged_access_attempts_7d_avg,privileged_access_attempts_spike_ratio,total_events_7d_avg,total_events_spike_ratio,external_ip_events_7d_avg,external_ip_events_spike_ratio,off_hours_events_7d_avg,off_hours_events_spike_ratio,rule_based_score,incident_probability,incident_next_7d,primary_driver,ml_incident_probability,anomaly_score,final_risk_score,risk_level
2025-10-03,Research Lab,hpc-cluster,2,1,4,3,4,4,18,18,18,10,4,6,13248,0.5555555555555556,0.2222222222222222,0.3333333333333333,,2.0,,4.0,,4.0,,1.0,,4.0,,3.0,,18.0,,10.0,,4.0,74.61,0.9996,1,Phishing patterns,0.8938704251395754,56.52440206190078,80.76,High
2025-10-03,Research Lab,research-data-vault,6,1,2,3,1,3,16,16,15,9,0,6,7706,0.5625,0.0,0.375,,6.0,,1.0,,3.0,,1.0,,2.0,,3.0,,16.0,,9.0,,0.0,47.75,0.994,1,Login failures,0.7852149517789304,44.991427754802864,65.8,Medium
2025-10-03,Student Services,housing-api,3,3,2,1,1,1,11,11,11,5,3,2,4816,0.4545454545454545,0.2727272727272727,0.1818181818181818,,3.0,,1.0,,1.0,,3.0,,2.0,,1.0,,11.0,,5.0,,3.0,27.33,0.9054,1,Phishing patterns,0.7545774393445043,28.318168039655827,56.35,Medium
2025-10-03,Student Services,student-portal,4,3,1,3,1,1,13,13,13,7,4,3,3069,0.5384615384615384,0.3076923076923077,0.2307692307692307,,4.0,,1.0,,1.0,,3.0,,1.0,,3.0,,13.0,,7.0,,4.0,40.39,0.9716,1,Privileged access attempts,0.7610288943046231,33.17453395549565,60.74,Medium
2025-10-04,Admissions,admissions-portal,5,0,2,0,1,1,9,9,9,3,2,2,2307,0.3333333333333333,0.2222222222222222,0.2222222222222222,11.0,0.4166666666666667,1.0,0.5,0.0,1.0,4.0,0.0,5.0,0.3333333333333333,0.0,0.0,21.0,0.4090909090909091,9.0,0.3,3.0,0.5,17.49,0.0922,0,Login failures,0.14608577889655416,27.28454220858651,17.23,Low
2025-10-04,Admissions,application-db,3,0,5,0,2,1,11,11,11,7,5,5,1720,0.6363636363636364,0.4545454545454545,0.4545454545454545,5.0,0.5,3.0,0.5,3.0,0.25,0.0,0.0,4.0,1.0,2.0,0.0,17.0,0.6111111111111112,10.0,0.6363636363636364,5.0,0.8333333333333334,45.38,0.2968,0,Phishing patterns,0.21594597196661722,15.212289622727072,26.58,Low
2025-10-04,Finance,finance-erp,3,0,0,0,1,0,4,4,4,2,1,0,0,0.5,0.25,0.0,11.0,0.25,9.0,0.1,3.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,32.0,0.1212121212121212,17.0,0.1111111111111111,16.0,0.0588235294117647,10.11,0.0285,0,Login failures,0.0985089026729641,46.64333668843607,15.43,Low
2025-10-04,Finance,payroll-db,5,1,1,2,1,1,11,11,10,6,4,2,3649,0.5454545454545454,0.3636363636363636,0.1818181818181818,4.0,1.0,4.0,0.2,1.0,0.5,1.0,0.5,5.0,0.1666666666666666,4.0,0.4,19.0,0.55,11.0,0.5,9.0,0.4,32.98,0.174,0,Login failures,0.16431929933536227,14.389785810169581,20.26,Low
2025-10-04,Human Resources,benefits-db,4,1,1,3,2,1,12,12,12,4,3,4,2095,0.3333333333333333,0.25,0.3333333333333333,5.0,0.6666666666666666,1.0,1.0,2.0,0.3333333333333333,1.0,0.5,4.0,0.2,1.0,1.5,14.0,0.8,8.0,0.4444444444444444,3.0,0.75,34.56,0.2266,0,Privileged access attempts,0.18416250671488144,8.315531351674966,20.94,Low
2025-10-04,Human Resources,hr-portal,2,2,1,1,3,1,10,10,10,7,1,4,4163,0.7,0.1,0.4,5.0,0.3333333333333333,1.0,1.5,0.0,1.0,2.0,0.6666666666666666,3.0,0.25,1.0,0.5,12.0,0.7692307692307693,10.0,0.6363636363636364,4.0,0.2,31.65,0.2539,0,Suspicious IP access,0.2378503162766805,10.390554556621119,23.74,Low
2025-10-04,Library,digital-archives,4,5,2,0,1,0,12,12,12,5,1,0,0,0.4166666666666667,0.0833333333333333,0.0,5.0,0.6666666666666666,1.0,0.5,3.0,0.0,4.0,1.0,0.0,2.0,3.0,0.0,16.0,0.7058823529411765,6.0,0.7142857142857143,7.0,0.125,19.34,0.1415,0,New device joins,0.16522302806779796,28.650840350287105,19.05,Low
2025-10-04,Library,library-catalog,1,1,0,0,0,0,2,2,2,0,0,0,0,0.0,0.0,0.0,4.0,0.2,0.0,0.0,2.0,0.0,4.0,0.2,0.0,0.0,2.0,0.0,12.0,0.1538461538461538,2.0,0.0,5.0,0.0,3.23,0.0065,0,New device joins,0.052713211430752194,40.01589594188318,9.97,Low
2025-10-04,Registrar,registration-api,9,3,3,0,0,0,15,15,15,5,10,0,0,0.3333333333333333,0.6666666666666666,0.0,4.0,1.8,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.5,2.0,0.0,9.0,1.5,4.0,1.0,3.0,2.5,35.28,0.2957,0,Login failures,0.27562234475335995,40.29494189004647,31.4,Low
2025-10-04,Registrar,student-records,3,4,0,1,1,2,11,11,11,8,5,2,6407,0.7272727272727273,0.4545454545454545,0.1818181818181818,10.0,0.2727272727272727,2.0,0.3333333333333333,1.0,1.0,0.0,4.0,3.0,0.0,1.0,0.5,17.0,0.6111111111111112,6.0,1.1428571428571428,4.0,1.0,35.19,0.2316,0,New device joins,0.21917873181334338,26.046250166963766,25.86,Low
2025-10-04,Research Lab,hpc-cluster,4,2,2,2,4,5,19,19,19,11,3,7,13642,0.5789473684210527,0.1578947368421052,0.3684210526315789,2.0,1.3333333333333333,4.0,0.8,4.0,1.0,1.0,1.0,4.0,0.4,3.0,0.5,18.0,1.0,10.0,1.0,4.0,0.6,69.04,0.7263,1,Unusual downloads,0.776979124521294,18.93553559773594,66.72,Medium
2025-10-04,Research Lab,research-data-vault,9,0,0,1,3,2,15,15,15,7,2,5,3455,0.4666666666666667,0.1333333333333333,0.3333333333333333,6.0,1.2857142857142858,1.0,1.5,3.0,0.5,1.0,0.0,2.0,0.0,3.0,0.25,16.0,0.8823529411764706,9.0,0.7,0.0,2.0,36.2,0.4159,0,Login failures,0.2595048407152912,12.710057453141955,26.53,Low
2025-10-04,Student Services,housing-api,4,1,2,2,2,2,13,13,13,7,3,6,5323,0.5384615384615384,0.2307692307692307,0.4615384615384615,3.0,1.0,1.0,1.0,1.0,1.0,3.0,0.25,2.0,0.6666666666666666,1.0,1.0,11.0,1.0833333333333333,5.0,1.1666666666666667,3.0,0.75,43.35,0.5013,1,Login failures,0.5563095965785679,5.395257898333657,45.03,Medium
2025-10-04,Student Services,student-portal,6,1,3,1,1,4,16,16,16,9,6,6,8285,0.5625,0.375,0.375,4.0,1.2,1.0,0.5,1.0,2.0,3.0,0.25,1.0,1.5,3.0,0.25,13.0,1.1428571428571428,7.0,1.125,4.0,1.2,54.05,0.5701,0,Login failures,0.3666132863740989,15.797229881865464,37.88,Medium
2025-10-05,Admissions,admissions-portal,6,4,1,1,3,1,16,16,16,7,1,2,1611,0.4375,0.0625,0.125,8.0,0.6666666666666666,1.0,1.5,0.5,0.6666666666666666,2.0,1.3333333333333333,3.5,0.2222222222222222,0.0,1.0,15.0,1.0,6.0,1.0,2.5,0.2857142857142857,35.86,0.3209,1,Login failures,0.6585081266608825,14.253836287440652,50.61,Medium
2025-10-05,Admissions,application-db,3,2,1,1,2,0,9,9,8,5,3,2,0,0.5555555555555556,0.3333333333333333,0.2222222222222222,4.0,0.6,2.5,0.5714285714285714,2.0,0.0,0.0,2.0,4.5,0.1818181818181818,1.0,0.5,14.0,0.6,8.5,0.5263157894736842,5.0,0.5,26.07,0.154,0,Suspicious IP access,0.17897215119309942,13.214449911331085,19.24,Low
2025-10-05,Finance,finance-erp,8,2,0,4,3,1,18,18,18,6,4,7,1229,0.3333333333333333,0.2222222222222222,0.3888888888888889,7.0,1.0,5.0,0.5,1.5,0.4,1.0,1.0,1.5,0.0,2.0,1.3333333333333333,18.0,0.9473684210526316,9.5,0.5714285714285714,8.5,0.4210526315789473,53.55,0.3743,0,Login failures,0.3249912480383085,15.350505562107674,35.19,Medium
2025-10-05,Finance,payroll-db,7,0,3,3,5,0,18,18,17,13,1,9,0,0.7222222222222222,0.0555555555555555,0.5,4.5,1.2727272727272727,2.5,1.4285714285714286,1.0,0.0,1.0,0.0,3.0,0.75,3.0,0.75,15.0,1.125,8.5,1.368421052631579,6.5,0.1333333333333333,69.59,0.7119,0,Suspicious IP access,0.4381711745006956,18.971245935681488,46.53,Medium
2025-10-05,Human Resources,benefits-db,6,0,0,0,2,1,9,9,8,4,0,2,1793,0.4444444444444444,0.0,0.2222222222222222,4.5,1.0909090909090908,1.5,0.8,1.5,0.4,1.0,0.0,2.5,0.0,2.0,0.0,13.0,0.6428571428571429,6.0,0.5714285714285714,3.0,0.0,14.65,0.0686,0,Login failures,0.08474747677160752,10.69558540837601,10.35,Low
2025-10-05,Human Resources,hr-portal,0,0,2,1,2,0,5,5,5,4,2,5,0,0.8,0.4,1.0,3.5,0.0,2.0,0.6666666666666666,0.5,0.0,2.0,0.0,2.0,0.6666666666666666,1.0,0.5,11.0,0.4166666666666667,8.5,0.4210526315789473,2.5,0.5714285714285714,31.0,0.1835,1,Phishing patterns,0.39741433371801776,22.580774265807143,34.98,Low
2025-10-05,Library,digital-archives,0,0,0,0,1,0,1,1,1,1,0,1,0,1.0,0.0,1.0,4.5,0.0,1.0,0.5,1.5,0.0,4.5,0.0,1.0,0.0,1.5,0.0,14.0,0.0666666666666666,5.5,0.1538461538461538,4.0,0.0,12.35,0.0318,0,Suspicious IP access,0.07561680451151609,45.305802694973934,14.42,Low
2025-10-05,Library,library-catalog,2,1,0,1,3,1,8,8,8,6,1,2,4755,0.75,0.125,0.25,2.5,0.5714285714285714,0.0,3.0,1.0,0.5,2.5,0.2857142857142857,0.0,0.0,1.0,0.5,7.0,1.0,1.0,3.0,2.5,0.2857142857142857,26.26,0.276,0,Suspicious IP access,0.19634897185697484,31.095140666830172,23.01,Low
2025-10-05,Registrar,registration-api,4,0,1,1,2,1,9,9,9,4,6,3,1144,0.4444444444444444,0.6666666666666666,0.3333333333333333,6.5,0.5333333333333333,0.5,1.3333333333333333,0.5,0.6666666666666666,1.5,0.0,2.0,0.3333333333333333,1.0,0.5,12.0,0.6923076923076923,4.5,0.7272727272727273,6.5,0.8,33.03,0.2142,1,Login failures,0.5796276869583097,9.054031068647767,44.39,Medium
2025-10-05,Registrar,student-records,4,4,4,3,1,2,18,18,18,9,9,7,7471,0.5,0.5,0.3888888888888889,6.5,0.5333333333333333,1.5,0.4,1.5,0.8,2.0,1.3333333333333333,1.5,1.6,1.0,1.5,14.0,1.2,7.0,1.125,4.5,1.6363636363636365,67.87,0.7377,1,Phishing patterns,0.7817259377168505,11.914246595389269,65.66,Medium
2025-10-05,Research Lab,hpc-cluster,6,0,5,1,2,4,18,18,18,9,6,6,7216,0.5,0.3333333333333333,0.3333333333333333,3.0,1.5,4.0,0.4,4.5,0.7272727272727273,1.5,0.0,3.0,1.25,2.5,0.2857142857142857,18.5,0.9230769230769232,10.5,0.782608695652174,3.5,1.3333333333333333,64.87,0.666,0,Phishing patterns,0.3608683491567829,17.834537254571245,40.54,Medium
2025-10-05,Research Lab,research-data-vault,6,1,2,1,1,3,14,14,14,7,4,3,7204,0.5,0.2857142857142857,0.2142857142857142,7.5,0.7058823529411765,2.0,0.3333333333333333,2.5,0.8571428571428571,0.5,0.6666666666666666,1.0,1.0,2.0,0.3333333333333333,15.5,0.8484848484848485,8.0,0.7777777777777778,1.0,2.0,39.11,0.3803,1,Login failures,0.5737442704805364,7.9702270242286675,45.4,Medium
2025-10-05,Student Services,housing-api,4,4,1,0,1,2,12,12,12,7,2,2,5580,0.5833333333333334,0.1666666666666666,0.1666666666666666,3.5,0.8888888888888888,1.5,0.4,1.5,0.8,2.0,1.3333333333333333,2.0,0.3333333333333333,1.5,0.0,12.0,0.9230769230769232,6.0,1.0,3.0,0.5,25.67,0.1175,1,New device joins,0.3555194372238695,5.857762940485229,28.63,Low
2025-10-05,Student Services,student-portal,3,3,2,1,0,3,12,12,12,4,2,4,10710,0.3333333333333333,0.1666666666666666,0.3333333333333333,5.0,0.5,1.0,0.0,2.5,0.8571428571428571,2.0,1.0,2.0,0.6666666666666666,2.0,0.3333333333333333,14.5,0.7741935483870968,8.0,0.4444444444444444,5.0,0.3333333333333333,25.16,0.12,0,Unusual downloads,0.18467215353134908,8.392717034704638,18.63,Low
2025-10-06,Admissions,admissions-portal,5,2,3,2,2,0,14,14,14,9,1,4,0,0.6428571428571429,0.0714285714285714,0.2857142857142857,7.333333333333333,0.6000000000000001,1.6666666666666667,0.7499999999999999,0.6666666666666666,0.0,2.6666666666666665,0.5454545454545455,2.6666666666666665,0.8181818181818182,0.3333333333333333,1.5,15.333333333333334,0.857142857142857,6.333333333333333,1.2272727272727273,2.0,0.3333333333333333,42.73,0.391,0,Phishing patterns,0.289202345902307,9.774294678239858,29.5,Low
2025-10-06,Admissions,application-db,6,0,5,2,1,2,16,16,16,8,1,6,3171,0.5,0.0625,0.375,3.6666666666666665,1.2857142857142858,2.333333333333333,0.3,1.3333333333333333,0.8571428571428572,0.6666666666666666,0.0,3.333333333333333,1.1538461538461535,1.0,1.0,12.333333333333334,1.2,7.333333333333333,0.9600000000000002,4.333333333333333,0.1875,50.09,0.5148,0,Phishing patterns,0.30101620854071287,12.895865911076903,32.52,Low
2025-10-06,Finance,finance-erp,10,1,1,5,3,3,23,23,23,15,11,7,8161,0.6521739130434783,0.4782608695652174,0.3043478260869565,7.333333333333333,1.2000000000000002,4.333333333333333,0.5625,1.3333333333333333,1.2857142857142858,1.3333333333333333,0.4285714285714286,1.0,0.5,2.6666666666666665,1.3636363636363638,18.0,1.2105263157894737,8.333333333333334,1.607142857142857,7.0,1.375,85.19,0.8862,1,Login failures,0.8805906746040001,22.42040979743924,77.5,High
2025-10-06,Finance,payroll-db,10,3,2,2,4,2,23,23,22,12,15,8,5451,0.5217391304347826,0.6521739130434783,0.3478260869565217,5.333333333333333,1.5789473684210529,3.333333333333333,0.9230769230769228,0.6666666666666666,1.2000000000000002,0.6666666666666666,1.8000000000000005,3.0,0.5,3.0,0.5,16.0,1.3529411764705883,10.0,1.0909090909090908,4.666666666666667,2.647058823529412,80.74,0.8176,0,Login failures,0.5664793221892742,16.322203459927895,56.62,Medium
2025-10-06,Human Resources,benefits-db,6,0,2,1,5,1,15,15,15,9,2,4,880,0.6,0.1333333333333333,0.2666666666666666,5.0,1.0,1.6666666666666667,1.875,1.3333333333333333,0.4285714285714286,0.6666666666666666,0.0,1.6666666666666667,0.7499999999999999,1.3333333333333333,0.4285714285714286,11.666666666666666,1.1842105263157896,5.333333333333333,1.4210526315789471,2.0,0.6666666666666666,50.5,0.5374,0,Suspicious IP access,0.3207637999932152,10.743500435215319,33.48,Low
2025-10-06,Human Resources,hr-portal,8,2,3,0,2,1,16,16,16,7,3,2,200,0.4375,0.1875,0.125,2.333333333333333,2.4,2.0,0.6666666666666666,0.3333333333333333,0.75,1.3333333333333333,0.8571428571428572,2.0,1.0,1.0,0.0,9.0,1.6,7.0,0.875,2.333333333333333,0.8999999999999999,37.2,0.3986,1,Login failures,0.642182274815729,17.2714137107592,50.42,Medium
2025-10-06,Library,digital-archives,2,3,0,3,0,3,11,11,11,4,1,3,11298,0.3636363636363636,0.0909090909090909,0.2727272727272727,3.0,0.5,1.0,0.0,1.0,1.5,3.0,0.75,0.6666666666666666,0.0,1.0,1.5,9.666666666666666,1.03125,4.0,0.8,2.6666666666666665,0.2727272727272727,24.43,0.1281,0,Privileged access attempts,0.10763171680458433,21.959331852385407,15.86,Low
2025-10-06,Library,library-catalog,4,4,0,0,0,0,8,8,8,4,1,0,0,0.5,0.125,0.0,2.333333333333333,1.2,1.0,0.0,1.0,0.0,2.0,1.3333333333333333,0.0,0.0,1.0,0.0,7.333333333333333,0.9600000000000002,2.6666666666666665,1.090909090909091,2.0,0.3333333333333333,11.28,0.0398,0,New device joins,0.06076968858903293,30.877898893708203,11.1,Low
2025-10-06,Registrar,registration-api,2,2,1,2,2,0,9,9,9,5,2,2,0,0.5555555555555556,0.2222222222222222,0.2222222222222222,5.666666666666667,0.3,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,1.6666666666666667,0.3749999999999999,1.0,1.0,11.0,0.75,4.333333333333333,0.9375,6.333333333333333,0.2727272727272727,27.2,0.1853,0,Privileged access attempts,0.11301160375177288,9.46048414886243,15.0,Low
2025-10-06,Registrar,student-records,3,2,0,1,1,1,8,8,8,2,2,2,3390,0.25,0.25,0.25,5.666666666666667,0.4499999999999999,1.3333333333333333,0.4285714285714286,1.6666666666666667,0.3749999999999999,2.6666666666666665,0.5454545454545455,2.333333333333333,0.0,1.6666666666666667,0.3749999999999999,15.333333333333334,0.4897959183673468,7.666666666666667,0.2307692307692307,6.0,0.2857142857142857,14.49,0.0736,0,Login failures,0.08715943225014193,7.469719067440124,9.97,Low
2025-10-06,Research Lab,hpc-cluster,10,2,3,4,6,5,30,30,28,18,16,12,10902,0.6,0.5333333333333333,0.4,4.0,2.0,3.333333333333333,1.3846153846153844,4.333333333333333,0.9375,1.0,1.0,3.6666666666666665,0.6428571428571429,2.0,1.3333333333333333,18.33333333333333,1.5517241379310345,10.0,1.6363636363636365,4.333333333333333,3.0,95.72,0.9798,1,Suspicious IP access,0.9864630640704878,29.77978512004701,87.58,High
2025-10-06,Research Lab,research-data-vault,16,0,3,2,3,4,28,28,27,10,15,9,17206,0.3571428571428571,0.5357142857142857,0.3214285714285714,7.0,2.0,1.6666666666666667,1.1249999999999998,2.6666666666666665,1.090909090909091,0.6666666666666666,0.0,1.3333333333333333,1.2857142857142858,1.6666666666666667,0.7499999999999999,15.0,1.75,7.666666666666667,1.1538461538461535,2.0,5.0,85.1,0.9105,1,Login failures,0.9647805095675142,34.18893780192261,84.29,High
2025-10-06,Student Services,housing-api,5,6,1,0,0,0,12,12,12,6,2,1,0,0.5,0.1666666666666666,0.0833333333333333,3.6666666666666665,1.0714285714285716,1.3333333333333333,0.0,1.6666666666666667,0.0,2.6666666666666665,1.6363636363636365,1.6666666666666667,0.3749999999999999,1.0,0.0,12.0,0.9230769230769232,6.333333333333333,0.8181818181818182,2.6666666666666665,0.5454545454545455,18.54,0.0722,0,New device joins,0.18979206435348583,18.233958271966408,18.76,Low
2025-10-06,Student Services,student-portal,5,1,3,1,4,1,15,15,15,9,8,5,1149,0.6,0.5333333333333333,0.3333333333333333,4.333333333333333,0.9375,0.6666666666666666,2.4000000000000004,2.6666666666666665,0.2727272727272727,2.333333333333333,0.3,2.0,1.0,1.6666666666666667,0.3749999999999999,13.666666666666666,1.0227272727272727,6.666666666666667,1.1739130434782608,4.0,1.6,61.14,0.6754,1,Suspicious IP access,0.7059005322955884,12.173758262513305,59.47,Medium
2025-10-07,Admissions,admissions-portal,11,1,2,4,2,1,21,21,21,8,11,5,1802,0.3809523809523809,0.5238095238095238,0.238095238095238,6.75,1.4193548387096775,1.75,0.7272727272727273,0.5,0.6666666666666666,2.5,0.2857142857142857,2.75,0.5333333333333333,0.75,2.2857142857142856,15.0,1.3125,7.0,1.0,1.75,4.0,71.11,0.7641,1,Login failures,0.8354468711977215,15.067896659642637,70.16,High
2025-10-07,Admissions,application-db,6,3,7,2,1,0,19,19,19,13,5,7,0,0.6842105263157895,0.2631578947368421,0.3684210526315789,4.25,1.1428571428571428,2.0,0.3333333333333333,1.5,0.0,0.5,2.0,3.75,1.4736842105263157,1.25,0.8888888888888888,13.25,1.3333333333333333,7.5,1.5294117647058822,3.5,1.1111111111111112,69.51,0.6226,0,Phishing patterns,0.38314774524822914,19.970742713989623,43.36,Medium
2025-10-07,Finance,finance-erp,10,1,2,1,4,1,19,19,19,11,1,4,926,0.5789473684210527,0.0526315789473684,0.2105263157894736,8.0,1.1111111111111112,4.0,0.8,1.75,0.3636363636363636,1.25,0.4444444444444444,1.0,1.0,3.25,0.2352941176470588,19.25,0.9382716049382716,10.0,1.0,8.0,0.1111111111111111,53.86,0.4129,1,Login failures,0.6993616884606543,14.501912808883995,57.6,Medium
2025-10-07,Finance,payroll-db,6,2,4,0,3,7,22,22,22,10,6,7,14053,0.4545454545454545,0.2727272727272727,0.3181818181818182,6.5,0.8,3.5,0.6666666666666666,1.0,3.5,1.25,0.8888888888888888,2.75,1.0666666666666669,2.75,0.0,17.75,1.1733333333333331,10.5,0.8695652173913043,7.25,0.7272727272727273,72.49,0.7391,1,Unusual downloads,0.808410578890445,23.48441843842392,70.15,High
2025-10-07,Human Resources,benefits-db,3,3,1,0,3,1,11,11,11,8,2,3,2611,0.7272727272727273,0.1818181818181818,0.2727272727272727,5.25,0.48,2.5,0.8571428571428571,1.25,0.4444444444444444,0.5,2.0,1.75,0.3636363636363636,1.25,0.0,12.5,0.8148148148148148,6.25,1.103448275862069,2.0,0.6666666666666666,32.02,0.1798,1,Suspicious IP access,0.46550254401825464,10.44461290176652,37.5,Medium
2025-10-07,Human Resources,hr-portal,5,1,1,1,1,1,10,10,10,3,2,4,2821,0.3,0.2,0.4,3.75,1.0526315789473684,2.0,0.3333333333333333,0.5,0.6666666666666666,1.5,0.4,2.25,0.3076923076923077,0.75,0.5714285714285714,10.75,0.851063829787234,7.0,0.375,2.5,0.5714285714285714,19.47,0.1149,0,Login failures,0.08188828214091164,5.83272522329292,10.66,Low
2025-10-07,Library,digital-archives,5,0,0,2,0,2,9,9,9,1,2,3,8857,0.1111111111111111,0.2222222222222222,0.3333333333333333,2.75,1.3333333333333333,0.75,0.0,1.5,0.8,3.0,0.0,0.5,0.0,1.5,0.8,10.0,0.8181818181818182,4.0,0.2,2.25,0.6153846153846154,14.99,0.0506,0,Login failures,0.10957802142260092,23.905940970160366,13.91,Low
2025-10-07,Library,library-catalog,7,2,0,0,2,4,15,15,15,4,2,3,4402,0.2666666666666666,0.1333333333333333,0.2,2.75,1.8666666666666667,0.75,1.1428571428571428,0.75,2.2857142857142856,2.5,0.5714285714285714,0.0,0.0,0.75,0.0,7.5,1.7647058823529411,3.0,1.0,1.75,0.7272727272727273,27.03,0.1953,0,Login failures,0.2627823225936321,32.51172939102636,27.4,Low
2025-10-07,Registrar,registration-api,9,2,4,3,2,1,21,21,20,12,5,7,4743,0.5714285714285714,0.238095238095238,0.3333333333333333,4.75,1.565217391304348,1.25,0.8888888888888888,0.5,0.6666666666666666,1.25,0.8888888888888888,1.5,1.6,1.25,1.3333333333333333,10.5,1.826086956521739,4.5,2.1818181818181817,5.25,0.8,70.98,0.7247,1,Login failures,0.877960005070171,15.851512952751383,72.8,High
2025-10-07,Registrar,student-records,1,2,2,1,4,2,12,12,12,6,4,4,3180,0.5,0.3333333333333333,0.3333333333333333,5.0,0.1666666666666666,1.25,1.7777777777777777,1.5,0.8,2.5,0.5714285714285714,1.75,0.7272727272727273,1.5,0.4,13.5,0.8275862068965517,6.25,0.8275862068965517,5.0,0.6666666666666666,44.36,0.3943,0,Suspicious IP access,0.2844267459019944,5.856497579144617,29.03,Low
