timestamp,department,system,event_type,severity,source_ip,source_ip_type,user_id,device_id,download_mb,is_new_device
2025-10-03T09:54:10,Research Lab,research-data-vault,login_failure,medium,10.197.27.150,internal,RES-U5478,RES-D577,0,0
2025-10-03T09:59:51,Human Resources,hr-portal,login_failure,low,131.115.246.154,external,HUM-U9183,HUM-D985,0,0
2025-10-03T10:00:55,Human Resources,benefits-db,login_failure,low,10.4.98.33,internal,HUM-U6153,HUM-D906,0,0
2025-10-03T10:02:00,Admissions,application-db,phishing_email_signal,medium,94.227.25.24,external,ADM-U8500,ADM-D195,0,0
2025-10-03T10:03:19,Library,digital-archives,suspicious_ip_access,medium,123.101.112.175,external,LIB-U5899,LIB-D120,0,0
2025-10-03T10:07:01,Admissions,admissions-portal,new_device_connection,low,155.236.177.195,external,ADM-U6229,ADM-D474,0,1
2025-10-03T10:23:02,Registrar,registration-api,phishing_email_signal,medium,172.213.232.30,external,REG-U3543,REG-D153,0,0
2025-10-03T10:25:12,Registrar,student-records,login_failure,low,10.168.25.192,internal,REG-U1966,REG-D145,0,0
2025-10-03T10:30:17,Library,library-catalog,new_device_connection,low,10.164.6.254,internal,LIB-U1285,LIB-D564,0,1
2025-10-03T10:32:45,Research Lab,research-data-vault,privileged_access_attempt,high,51.239.27.186,external,RES-U9776,RES-D496,0,0
2025-10-03T10:45:06,Library,digital-archives,unusual_file_download,high,10.115.154.164,internal,LIB-U6703,LIB-D360,1631,0
2025-10-03T10:45:09,Student Services,housing-api,new_device_connection,low,10.56.39.193,internal,STU-U5428,STU-D863,0,1
2025-10-03T10:54:54,Library,library-catalog,login_failure,low,129.178.196.243,external,LIB-U6240,LIB-D648,0,0
2025-10-03T10:59:26,Student Services,student-portal,new_device_connection,low,10.236.244.69,internal,STU-U1339,STU-D388,0,1
2025-10-03T11:02:54,Finance,payroll-db,phishing_email_signal,medium,66.59.218.113,external,FIN-U1040,FIN-D955,0,0
2025-10-03T11:07:32,Research Lab,research-data-vault,login_failure,medium,57.166.44.171,external,RES-U2458,RES-D490,0,0
2025-10-03T11:08:19,Human Resources,hr-portal,login_failure,low,10.71.55.131,internal,HUM-U4725,HUM-D671,0,0
2025-10-03T11:23:46,Human Resources,hr-portal,new_device_connection,low,46.11.86.7,external,HUM-U9593,HUM-D753,0,1
2025-10-03T11:24:17,Library,library-catalog,unusual_file_download,medium,10.53.145.43,internal,LIB-U4293,LIB-D106,339,0
2025-10-03T11:28:52,Human Resources,benefits-db,unusual_file_download,high,10.176.105.132,internal,HUM-U1798,HUM-D766,3315,0
2025-10-03T11:33:35,Finance,finance-erp,suspicious_ip_access,medium,160.149.166.157,external,FIN-U3845,FIN-D321,0,0
2025-10-03T11:34:34,Human Resources,benefits-db,new_device_connection,low,10.138.238.129,internal,HUM-U5208,HUM-D160,0,1
2025-10-03T11:55:48,Registrar,student-records,login_failure,medium,10.223.69.115,internal,REG-U9722,REG-D610,0,0
2025-10-03T11:57:33,Research Lab,hpc-cluster,unusual_file_download,medium,10.64.178.65,internal,RES-U7979,RES-D797,3100,0
2025-10-03T11:57:35,Human Resources,benefits-db,phishing_email_signal,high,34.240.77.57,external,HUM-U5975,HUM-D482,0,0
2025-10-03T12:00:34,Registrar,student-records,login_failure,low,10.189.252.95,internal,REG-U8657,REG-D608,0,0
2025-10-03T12:01:12,Human Resources,hr-portal,new_device_connection,low,10.235.237.226,internal,HUM-U6658,HUM-D454,0,1
2025-10-03T12:07:11,Registrar,student-records,login_failure,low,10.204.176.134,internal,REG-U2289,REG-D996,0,0
2025-10-03T12:14:15,Admissions,application-db,privileged_access_attempt,high,53.106.154.60,external,ADM-U4043,ADM-D430,0,0
2025-10-03T12:14:33,Finance,finance-erp,privileged_access_attempt,high,10.78.250.189,internal,FIN-U2940,FIN-D631,0,0
2025-10-03T12:14:40,Admissions,application-db,login_failure,medium,180.1.203.200,external,ADM-U8022,ADM-D697,0,0
2025-10-03T12:14:55,Research Lab,hpc-cluster,phishing_email_signal,high,218.186.22.192,external,RES-U9724,RES-D187,0,0
2025-10-03T12:15:07,Human Resources,benefits-db,phishing_email_signal,medium,29.22.244.63,external,HUM-U6872,HUM-D705,0,0
2025-10-03T12:16:24,Admissions,admissions-portal,login_failure,medium,10.197.14.218,internal,ADM-U3532,ADM-D924,0,0
2025-10-03T12:31:43,Human Resources,benefits-db,login_failure,low,10.172.250.39,internal,HUM-U4773,HUM-D930,0,0
2025-10-03T12:35:15,Library,library-catalog,privileged_access_attempt,high,10.129.191.182,internal,LIB-U5181,LIB-D377,0,0
2025-10-03T12:39:35,Library,digital-archives,login_failure,low,10.126.87.142,internal,LIB-U2594,LIB-D181,0,0
2025-10-03T12:39:46,Research Lab,research-data-vault,login_failure,low,10.161.152.108,internal,RES-U6661,RES-D830,0,0
2025-10-03T12:41:34,Registrar,registration-api,unusual_file_download,medium,10.40.201.158,internal,REG-U2227,REG-D136,2968,0
2025-10-03T12:42:24,Finance,finance-erp,login_failure,medium,54.95.249.151,external,FIN-U5126,FIN-D588,0,0
2025-10-03T12:52:18,Student Services,housing-api,login_failure,low,10.153.105.114,internal,STU-U7340,STU-D411,0,0
2025-10-03T12:52:20,Finance,finance-erp,privileged_access_attempt,high,10.230.191.128,internal,FIN-U5867,FIN-D981,0,0
2025-10-03T12:57:36,Library,digital-archives,unusual_file_download,medium,10.203.217.84,internal,LIB-U3899,LIB-D870,2791,0
2025-10-03T13:01:45,Finance,payroll-db,phishing_email_signal,medium,100.155.171.65,external,FIN-U3138,FIN-D473,0,0
2025-10-03T13:03:04,Admissions,admissions-portal,login_failure,low,10.106.239.41,internal,ADM-U6144,ADM-D587,0,0
2025-10-03T13:03:38,Student Services,student-portal,login_failure,low,187.206.14.89,external,STU-U9741,STU-D620,0,0
2025-10-03T13:08:21,Human Resources,hr-portal,suspicious_ip_access,high,212.173.50.234,external,HUM-U8729,HUM-D984,0,0
2025-10-03T13:10:11,Research Lab,hpc-cluster,phishing_email_signal,medium,67.73.49.203,external,RES-U2905,RES-D915,0,0
2025-10-03T13:21:33,Registrar,student-records,login_failure,medium,10.17.96.136,internal,REG-U1851,REG-D374,0,0
2025-10-03T13:26:17,Library,digital-archives,login_failure,low,147.71.71.224,external,LIB-U1558,LIB-D457,0,0
2025-10-03T13:29:17,Registrar,registration-api,login_failure,low,10.233.202.149,internal,REG-U5231,REG-D215,0,0
2025-10-03T13:29:27,Research Lab,hpc-cluster,login_failure,low,89.33.98.51,external,RES-U4365,RES-D663,0,0
2025-10-03T13:34:44,Research Lab,hpc-cluster,suspicious_ip_access,medium,61.114.112.209,external,RES-U3491,RES-D316,0,0
2025-10-03T13:39:18,Admissions,admissions-portal,new_device_connection,low,10.229.127.7,internal,ADM-U6371,ADM-D599,0,1
2025-10-03T13:43:45,Research Lab,hpc-cluster,suspicious_ip_access,medium,187.44.191.91,external,RES-U8087,RES-D530,0,0
2025-10-03T13:43:51,Student Services,student-portal,new_device_connection,medium,10.91.134.170,internal,STU-U8494,STU-D302,0,1
2025-10-03T13:44:13,Student Services,housing-api,privileged_access_attempt,high,116.181.91.5,external,STU-U3928,STU-D494,0,0
2025-10-03T13:44:44,Human Resources,benefits-db,phishing_email_signal,high,79.212.103.29,external,HUM-U7839,HUM-D127,0,0
2025-10-03T13:47:36,Research Lab,research-data-vault,privileged_access_attempt,high,10.92.198.77,internal,RES-U3245,RES-D792,0,0
2025-10-03T13:48:20,Library,digital-archives,unusual_file_download,medium,210.235.80.215,external,LIB-U9423,LIB-D979,251,0
2025-10-03T14:02:59,Library,digital-archives,login_failure,low,10.108.70.252,internal,LIB-U5075,LIB-D577,0,0
2025-10-03T14:09:09,Admissions,admissions-portal,phishing_email_signal,high,76.116.29.138,external,ADM-U1190,ADM-D737,0,0
2025-10-03T14:10:30,Student Services,housing-api,phishing_email_signal,medium,102.104.173.191,external,STU-U8268,STU-D399,0,0
2025-10-03T14:22:42,Library,digital-archives,privileged_access_attempt,critical,206.153.94.124,external,LIB-U6571,LIB-D333,0,0
2025-10-03T14:43:38,Research Lab,research-data-vault,login_failure,low,23.119.126.228,external,RES-U3545,RES-D527,0,0
2025-10-03T14:47:38,Finance,payroll-db,privileged_access_attempt,high,10.105.150.172,internal,FIN-U3300,FIN-D832,0,0
2025-10-03T14:50:07,Finance,finance-erp,login_failure,medium,117.167.185.107,external,FIN-U9293,FIN-D796,0,0
2025-10-03T14:56:24,Human Resources,benefits-db,phishing_email_signal,medium,44.185.25.98,external,HUM-U3380,HUM-D259,0,0
2025-10-03T15:05:50,Admissions,admissions-portal,phishing_email_signal,medium,188.61.249.82,external,ADM-U8217,ADM-D620,0,0
2025-10-03T15:07:30,Finance,finance-erp,suspicious_ip_access,medium,92.19.253.115,external,FIN-U7948,FIN-D481,0,0
2025-10-03T15:09:08,Finance,finance-erp,login_failure,medium,10.219.120.33,internal,FIN-U2072,FIN-D975,0,0
2025-10-03T15:17:46,Finance,payroll-db,login_failure,low,187.6.169.35,external,FIN-U6850,FIN-D660,0,0
2025-10-03T15:30:30,Research Lab,hpc-cluster,privileged_access_attempt,high,10.140.245.232,internal,RES-U8182,RES-D321,0,0
2025-10-03T15:46:44,Admissions,application-db,privileged_access_attempt,high,10.33.246.218,internal,ADM-U8502,ADM-D516,0,0
2025-10-03T15:47:50,Admissions,application-db,phishing_email_signal,high,23.73.211.64,external,ADM-U8170,ADM-D516,0,0
2025-10-03T15:51:22,Finance,finance-erp,unusual_file_download,medium,10.121.30.216,internal,FIN-U4457,FIN-D406,2977,0
2025-10-03T15:52:04,Student Services,housing-api,login_failure,medium,10.180.55.115,internal,STU-U7199,STU-D684,0,0
2025-10-03T15:58:43,Registrar,student-records,suspicious_ip_access,medium,141.238.94.33,external,REG-U4758,REG-D215,0,0
2025-10-03T16:00:56,Admissions,application-db,unusual_file_download,high,33.211.227.39,external,ADM-U7719,ADM-D261,1930,0
2025-10-03T16:07:58,Registrar,student-records,privileged_access_attempt,high,10.150.32.235,internal,REG-U8161,REG-D369,0,0
2025-10-03T16:14:19,Human Resources,hr-portal,privileged_access_attempt,high,68.18.226.1,external,HUM-U7995,HUM-D395,0,0
2025-10-03T16:15:31,Research Lab,research-data-vault,privileged_access_attempt,high,110.244.2.184,external,RES-U8326,RES-D925,0,0
2025-10-03T16:29:00,Finance,finance-erp,suspicious_ip_access,high,36.214.215.217,external,FIN-U6737,FIN-D599,0,0
2025-10-03T16:32:29,Student Services,student-portal,unusual_file_download,medium,10.223.125.244,internal,STU-U5757,STU-D677,3069,0
2025-10-03T16:33:27,Admissions,admissions-portal,login_failure,medium,10.59.29.112,internal,ADM-U7014,ADM-D688,0,0
2025-10-03T16:36:55,Admissions,admissions-portal,phishing_email_signal,medium,193.73.105.31,external,ADM-U4367,ADM-D932,0,0
2025-10-03T16:37:24,Human Resources,hr-portal,phishing_email_signal,high,128.20.64.116,external,HUM-U2442,HUM-D195,0,0
2025-10-03T16:43:16,Research Lab,hpc-cluster,login_failure,low,180.39.72.51,external,RES-U4556,RES-D361,0,0
2025-10-03T16:48:46,Research Lab,hpc-cluster,new_device_connection,low,10.22.39.95,internal,RES-U3128,RES-D269,0,1
2025-10-03T16:50:50,Research Lab,research-data-vault,new_device_connection,low,62.92.253.225,external,RES-U1347,RES-D287,0,1
2025-10-03T16:58:48,Finance,payroll-db,new_device_connection,low,10.149.165.230,internal,FIN-U5635,FIN-D747,0,1
2025-10-03T17:14:04,Registrar,student-records,phishing_email_signal,medium,218.222.225.162,external,REG-U4237,REG-D485,0,0
2025-10-03T17:36:16,Research Lab,research-data-vault,phishing_email_signal,high,75.34.6.240,external,RES-U5620,RES-D461,0,0
2025-10-03T17:39:08,Student Services,student-portal,privileged_access_attempt,high,10.174.222.126,internal,STU-U6035,STU-D369,0,0
2025-10-03T17:45:04,Research Lab,research-data-vault,unusual_file_download,medium,113.126.125.104,external,RES-U5061,RES-D610,3852,0
2025-10-03T17:45:36,Finance,payroll-db,unusual_file_download,medium,10.14.224.86,internal,FIN-U9381,FIN-D859,1755,0
2025-10-03T17:51:32,Admissions,application-db,phishing_email_signal,high,28.226.60.58,external,ADM-U3244,ADM-D677,0,0
2025-10-03T17:57:19,Admissions,admissions-portal,suspicious_ip_access,medium,146.74.158.131,external,ADM-U9148,ADM-D330,0,0
2025-10-03T18:01:14,Finance,finance-erp,login_failure,low,68.206.50.4,external,FIN-U9194,FIN-D359,0,0
2025-10-03T18:06:31,Admissions,application-db,unusual_file_download,medium,10.81.168.105,internal,ADM-U4362,ADM-D896,608,0
2025-10-03T18:09:37,Human Resources,hr-portal,login_failure,medium,109.151.33.75,external,HUM-U4091,HUM-D696,0,0
2025-10-03T18:28:11,Finance,payroll-db,privileged_access_attempt,critical,10.103.166.82,internal,FIN-U9597,FIN-D800,0,0
2025-10-03T18:30:44,Finance,payroll-db,suspicious_ip_access,medium,124.62.80.132,external,FIN-U8535,FIN-D445,0,0
2025-10-03T18:34:26,Finance,payroll-db,login_failure,medium,10.35.106.147,internal,FIN-U5837,FIN-D729,0,0
2025-10-03T18:59:44,Research Lab,hpc-cluster,privileged_access_attempt,high,10.149.73.108,internal,RES-U2060,RES-D987,0,0
2025-10-03T19:06:40,Registrar,registration-api,login_failure,low,189.100.26.235,external,REG-U9290,REG-D620,0,0
2025-10-03T19:06:42,Research Lab,research-data-vault,unusual_file_download,medium,10.54.196.253,internal,RES-U7010,RES-D884,724,0
2025-10-03T19:09:17,Finance,finance-erp,new_device_connection,low,10.153.88.2,internal,FIN-U2114,FIN-D367,0,1
2025-10-03T19:12:26,Registrar,student-records,unusual_file_download,high,47.47.24.131,external,REG-U9524,REG-D278,2114,0
2025-10-03T19:19:32,Admissions,admissions-portal,login_failure,medium,10.125.92.210,internal,ADM-U1089,ADM-D905,0,0
2025-10-03T19:21:38,Research Lab,hpc-cluster,privileged_access_attempt,high,10.54.23.152,internal,RES-U4710,RES-D653,0,0
2025-10-03T19:23:51,Registrar,student-records,login_failure,low,10.52.135.66,internal,REG-U5735,REG-D843,0,0
2025-10-03T19:26:09,Admissions,admissions-portal,login_failure,medium,10.200.195.212,internal,ADM-U4916,ADM-D823,0,0
2025-10-03T19:26:16,Research Lab,research-data-vault,login_failure,low,10.238.235.108,internal,RES-U9758,RES-D160,0,0
2025-10-03T19:27:11,Library,digital-archives,privileged_access_attempt,high,209.73.64.187,external,LIB-U1058,LIB-D609,0,0
2025-10-03T19:27:52,Finance,finance-erp,new_device_connection,low,181.112.165.141,external,FIN-U9652,FIN-D688,0,1
2025-10-03T19:29:41,Admissions,admissions-portal,login_failure,low,72.198.66.183,external,ADM-U8100,ADM-D503,0,0
2025-10-03T19:29:52,Finance,finance-erp,phishing_email_signal,high,217.82.249.62,external,FIN-U4703,FIN-D166,0,0
2025-10-03T19:34:14,Student Services,housing-api,login_failure,low,10.70.113.156,internal,STU-U2395,STU-D660,0,0
2025-10-03T19:34:26,Human Resources,benefits-db,unusual_file_download,medium,10.26.219.203,internal,HUM-U5525,HUM-D189,165,0
2025-10-03T19:37:38,Research Lab,hpc-cluster,unusual_file_download,medium,10.113.156.113,internal,RES-U9007,RES-D848,4556,0
2025-10-03T19:43:17,Student Services,student-portal,new_device_connection,medium,147.148.191.253,external,STU-U1079,STU-D990,0,1
2025-10-03T19:51:45,Library,library-catalog,login_failure,medium,10.59.222.70,internal,LIB-U7892,LIB-D224,0,0
2025-10-03T19:52:16,Admissions,admissions-portal,phishing_email_signal,high,110.68.60.253,external,ADM-U7713,ADM-D855,0,0
2025-10-03T19:53:12,Registrar,registration-api,privileged_access_attempt,high,10.233.116.116,internal,REG-U8762,REG-D447,0,0
2025-10-03T19:54:22,Admissions,admissions-portal,login_failure,medium,10.111.33.175,internal,ADM-U5280,ADM-D396,0,0
2025-10-03T21:05:40,Finance,payroll-db,phishing_email_signal,medium,88.108.205.136,external,FIN-U9987,FIN-D673,0,0
2025-10-03T21:09:25,Finance,payroll-db,suspicious_ip_access,medium,187.244.141.51,external,FIN-U8550,FIN-D820,0,0
2025-10-03T21:24:30,Student Services,housing-api,unusual_file_download,medium,10.81.125.142,internal,STU-U5214,STU-D970,4816,0
2025-10-03T21:30:32,Finance,finance-erp,login_failure,low,10.179.114.40,internal,FIN-U8319,FIN-D760,0,0
2025-10-03T21:36:54,Admissions,application-db,suspicious_ip_access,high,67.9.36.141,external,ADM-U5920,ADM-D433,0,0
2025-10-03T21:44:53,Finance,finance-erp,login_failure,medium,10.191.92.136,internal,FIN-U3829,FIN-D381,0,0
2025-10-03T21:54:19,Library,digital-archives,login_failure,medium,10.101.177.104,internal,LIB-U5178,LIB-D495,0,0
2025-10-03T21:59:51,Library,digital-archives,privileged_access_attempt,critical,10.33.234.100,internal,LIB-U2652,LIB-D886,0,0
2025-10-03T22:01:44,Human Resources,hr-portal,login_failure,medium,89.168.184.215,external,HUM-U7372,HUM-D371,0,0
2025-10-03T22:03:25,Admissions,admissions-portal,phishing_email_signal,medium,138.204.100.211,external,ADM-U3861,ADM-D984,0,0
2025-10-03T22:03:28,Admissions,application-db,phishing_email_signal,high,138.49.210.81,external,ADM-U3792,ADM-D930,0,0
2025-10-03T22:03:35,Human Resources,benefits-db,login_failure,low,187.64.158.156,external,HUM-U2667,HUM-D597,0,0
2025-10-03T22:08:22,Finance,finance-erp,login_failure,low,10.203.242.108,internal,FIN-U2066,FIN-D343,0,0
2025-10-03T22:13:53,Library,digital-archives,new_device_connection,low,203.24.83.39,external,LIB-U3770,LIB-D579,0,1
2025-10-03T22:18:02,Finance,finance-erp,privileged_access_attempt,critical,30.198.15.229,external,FIN-U7283,FIN-D503,0,0
2025-10-03T22:28:53,Library,digital-archives,new_device_connection,medium,10.170.212.147,internal,LIB-U2587,LIB-D239,0,1
